STATISTIC Label,Year,Number of Bedrooms,Property Type,Location,UNIT,VALUE
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,501.41
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,825.51
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,798.03
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,858.33
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,762.01
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,647.39
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,619.59
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,642.78
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,605.31
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,757.79
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,664.47
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,527.39
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,610.64
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,605.8
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,525.31
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,721.65
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,898.18
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,1071.07
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,731.8
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,937.83
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,1082.28
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,998.18
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,927.12
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,1120.84
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,938.16
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,853.97
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,731.19
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,885.02
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,828.26
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,1095.76
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,1029.07
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,799.25
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,618.59
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,535.38
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,637.14
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,621.64
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,692.6
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,578.19
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,644.53
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,640.86
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,732.43
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,715.94
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,621.76
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,725.03
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,541.06
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,543.48
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,588.12
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,640.28
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,860.36
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,650.54
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,477.68
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,708.21
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,643.79
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,286.95
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,772.63
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,493.66
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,673.11
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,635.29
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,742.13
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,670.71
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,721.25
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,707.9
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,710.28
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,675.67
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,678.56
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,612.0
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,582.21
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,602.08
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,683.91
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,690.03
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,483.44
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,605.36
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,706.44
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,763.89
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,826.21
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,788.08
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,684.62
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,683.57
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,657.07
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,664.71
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,521.25
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,644.24
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,856.67
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,715.01
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,672.99
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,697.84
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,572.66
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,711.35
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,681.7
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,657.13
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,645.39
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,703.06
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,685.19
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,755.31
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,675.39
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,686.27
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,730.17
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,767.47
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,657.35
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,710.92
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,1083.3
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,970.05
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,817.54
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,806.91
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,1048.77
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,1192.16
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,1271.0
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,1305.58
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,1309.9
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,865.82
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,606.68
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,733.11
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,764.5
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,940.85
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,1151.32
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,1124.79
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,860.03
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,633.12
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,1138.76
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,991.42
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,969.12
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,846.86
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,1177.69
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,784.26
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,1089.51
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,1188.33
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,764.44
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,690.24
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,1131.26
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,775.73
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,617.91
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,660.42
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Dublin,Euro,1772.05
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Dublin,Euro,2370.36
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Dublin,Euro,2118.87
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Dublin,Euro,2021.86
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Dublin,Euro,1441.28
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Dublin,Euro,2314.9
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Dublin,Euro,2133.19
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Dublin,Euro,1209.41
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Dublin,Euro,1611.94
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Dublin,Euro,1636.4
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Dublin,Euro,2361.75
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Dublin,Euro,2496.05
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Dublin,Euro,1858.21
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Dublin,Euro,1710.39
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Dublin,Euro,1644.95
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Dublin,Euro,1842.0
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Dublin,Euro,1933.59
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Dublin,Euro,1579.35
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Dublin,Euro,1768.86
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Dublin,Euro,1722.1
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Dublin,Euro,1810.22
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Dublin,Euro,2257.09
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Dublin,Euro,2037.9
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Dublin,Euro,2847.24
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Dublin,Euro,1190.37
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Dublin,Euro,1197.5
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,866.93
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,1054.81
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,679.58
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,923.94
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,695.09
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,1139.98
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,894.22
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,1001.02
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,797.89
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,706.95
RTB Average Monthly Rent Report,2008,All bedrooms,All Property Types,Rest of Country,Euro,801.02
